g0_m,g1_m,g2_m,g3_m,g4_m,g5_m,g6_m,g7_m,g8_m,g0_s,g1_s,g2_s,g3_s,g4_s,g5_s,g6_s,g7_s,g8_s,label
7,3,1,2,2,6,3,4,3,0,0,0,3,3,3,2,2,2,0
8,6,1,2,3,6,3,5,3,0,0,0,2,2,3,2,2,2,0
3,3,1,2,2,7,2,5,3,0,0,0,2,3,3,2,2,2,0
6,3,1,2,3,6,3,4,3,0,0,0,2,3,3,2,2,2,0
9,4,1,2,3,6,3,4,2,0,0,0,2,3,3,2,2,2,0
7,2,1,2,3,7,3,4,2,0,0,0,2,3,3,2,2,2,0
5,5,1,2,3,6,3,5,2,0,0,0,2,3,3,2,2,2,0
9,6,1,2,2,6,2,5,3,0,0,0,2,3,3,2,2,2,0
9,4,1,2,2,5,3,5,3,0,0,0,2,3,3,2,2,2,0
10,7,1,2,2,5,3,5,2,0,0,0,2,3,3,2,2,2,0
8,3,1,2,3,6,3,5,3,0,0,0,2,3,3,2,2,2,0
3,6,1,1,3,6,2,4,3,0,0,0,2,3,3,2,2,2,0
11,5,1,2,3,7,2,5,3,0,0,0,2,3,3,2,2,2,0
12,7,1,2,4,6,3,4,3,0,0,0,2,3,3,2,2,2,0
5,2,1,1,4,6,4,4,3,0,0,0,2,3,3,2,2,2,0
7,3,1,2,3,6,3,5,3,0,0,0,2,3,2,2,2,2,0
4,2,1,2,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
6,6,1,2,3,7,3,4,3,0,0,0,2,3,2,2,2,2,0
10,4,1,2,3,7,3,4,3,0,0,0,2,3,2,2,2,2,0
8,6,1,2,2,6,3,4,2,0,0,0,2,3,2,2,2,2,0
8,2,1,2,3,6,4,4,2,0,0,0,2,3,2,2,2,2,0
2,4,1,2,2,6,3,4,3,0,0,0,2,3,2,2,2,2,0
2,3,1,3,2,5,4,4,3,0,0,0,2,3,2,2,2,2,0
5,4,1,2,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
9,3,1,2,3,6,3,5,2,0,0,0,2,3,2,2,2,2,0
9,5,1,2,3,6,3,5,3,0,0,0,2,2,2,2,2,2,0
4,2,1,2,3,6,3,5,3,0,0,0,2,2,2,2,2,2,0
4,2,1,2,4,7,3,5,2,0,0,0,2,3,2,2,2,2,0
7,2,1,2,3,6,3,5,2,0,0,0,2,3,2,2,2,2,0
9,5,1,2,3,6,2,5,3,0,0,0,2,3,2,2,2,2,0
10,3,1,2,3,6,3,4,2,0,0,0,2,3,2,2,2,2,0
9,8,1,2,3,6,3,5,3,0,0,0,2,2,2,2,2,2,0
7,4,1,2,3,7,3,5,3,0,0,0,2,2,2,2,2,2,0
5,5,1,2,4,7,3,4,3,0,0,0,2,2,2,2,2,2,0
6,5,1,2,4,7,3,4,3,0,0,0,2,2,2,2,2,2,0
8,2,1,1,3,7,3,4,3,0,0,0,2,2,2,2,2,2,0
15,7,1,2,4,7,2,5,3,0,0,0,2,2,2,2,1,2,0
9,5,1,2,3,6,3,5,2,0,0,0,2,2,2,2,2,2,0
6,5,2,2,3,7,3,5,2,0,0,0,2,2,2,2,1,2,0
11,4,1,2,2,7,3,5,2,0,0,0,2,2,2,2,2,2,0
8,5,2,3,3,6,3,4,2,0,0,0,2,3,2,2,1,2,0
4,2,1,2,3,7,3,4,3,0,0,0,2,3,2,2,1,2,0
6,3,1,2,2,6,3,4,3,0,0,0,2,3,1,2,1,2,0
6,3,1,2,2,6,3,4,3,0,0,0,2,3,1,3,2,2,0
5,7,1,2,2,7,3,4,3,0,0,0,2,3,1,2,2,2,0
10,5,2,3,4,6,4,5,2,0,0,0,2,3,2,3,2,2,0
7,5,1,3,3,7,3,4,2,0,0,0,2,3,2,3,2,2,0
8,6,2,2,3,6,4,4,2,0,0,0,2,3,2,2,2,2,0
10,5,1,3,3,6,3,5,3,0,0,0,2,3,2,2,2,2,0
10,4,1,3,2,6,3,5,3,0,0,0,2,3,2,2,2,2,0
15,5,1,2,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
7,4,1,2,2,7,3,4,3,0,0,0,2,3,2,3,2,2,0
14,8,1,2,3,7,3,5,3,0,0,0,2,3,2,3,2,2,0
6,7,1,2,3,7,3,5,2,0,0,0,2,3,2,2,2,2,0
4,5,2,3,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
4,3,1,2,2,6,4,4,3,0,0,0,2,3,2,2,2,2,0
8,5,1,2,2,6,3,4,3,0,0,0,2,3,2,2,2,2,0
5,7,1,3,3,7,3,4,3,0,0,0,2,3,2,2,2,1,0
5,1,0,2,3,6,3,4,3,0,0,0,2,3,2,2,2,1,0
9,4,2,2,2,6,3,5,2,0,0,0,2,3,2,2,2,1,0
8,5,1,2,4,7,3,5,2,0,0,0,2,3,2,2,2,1,0
11,8,1,3,3,7,3,4,3,0,0,0,2,3,2,2,2,1,0
7,6,1,2,4,7,3,5,2,0,0,0,2,3,2,2,2,1,0
8,8,1,2,3,6,4,5,2,0,0,0,2,3,3,2,2,2,0
9,6,1,2,3,7,3,5,2,0,0,0,2,2,3,2,2,2,0
8,4,1,2,3,6,3,5,2,0,0,0,2,2,2,2,2,2,0
7,8,1,2,2,5,3,4,3,0,0,0,2,2,2,2,2,2,0
4,6,1,2,3,6,3,4,3,0,0,0,2,2,3,2,2,2,0
9,8,2,3,2,6,3,5,3,0,0,0,2,2,3,2,2,2,0
5,3,1,2,3,6,3,5,2,0,0,0,2,2,3,2,2,2,0
9,8,1,2,3,6,4,5,2,0,0,0,2,2,3,2,2,2,0
8,4,1,2,3,6,4,4,3,0,0,0,2,2,3,2,2,2,0
9,3,2,3,3,6,3,5,3,0,0,0,2,2,3,2,2,2,0
4,2,2,3,4,6,3,5,2,0,0,0,2,2,3,2,2,2,0
4,4,1,2,4,7,3,4,3,0,0,0,2,2,3,2,2,2,0
11,5,2,3,3,6,3,5,2,0,0,0,2,2,3,2,2,2,0
11,6,2,2,2,6,3,5,2,0,0,0,2,2,3,2,2,2,0
8,6,3,3,3,6,3,4,3,0,0,0,2,2,3,2,2,2,0
4,5,1,2,3,7,4,4,3,0,0,0,2,2,3,2,2,2,0
14,8,2,2,3,7,3,5,2,0,0,0,2,2,3,2,2,2,0
10,3,2,3,3,8,3,5,2,0,0,0,2,2,3,2,2,2,0
4,3,2,3,4,7,3,5,3,0,0,0,2,3,3,2,2,2,0
7,5,2,3,3,7,3,4,3,0,0,0,2,3,3,2,2,2,0
7,3,2,3,3,7,3,5,2,0,0,0,2,3,2,2,2,2,0
12,5,2,3,3,6,3,5,2,0,0,0,2,3,2,2,2,2,0
11,5,2,3,4,7,3,4,3,0,0,0,2,3,2,2,2,2,0
13,3,1,3,3,7,3,4,3,0,0,0,2,3,2,2,2,2,0
5,4,3,4,3,7,3,4,2,0,0,0,2,3,2,2,2,2,0
11,2,2,3,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
14,5,2,2,4,8,3,5,2,0,0,0,2,3,2,2,2,2,0
5,2,2,3,4,7,3,5,3,0,0,0,2,3,2,2,2,2,0
4,1,2,3,3,7,3,4,3,0,0,0,2,3,2,2,2,2,0
12,8,2,3,4,6,4,4,3,0,0,0,2,3,2,2,2,2,0
7,8,2,3,3,6,3,5,3,0,0,0,2,3,2,2,2,2,0
6,6,2,3,3,6,4,4,3,0,0,0,2,3,2,2,2,2,0
8,5,2,4,3,6,4,4,3,0,0,0,2,3,2,2,2,2,0
9,7,3,3,3,6,3,5,3,0,0,0,2,3,2,2,2,2,0
5,4,3,4,3,7,4,4,3,0,0,0,2,3,2,2,2,2,0
4,2,2,3,3,6,4,4,3,0,0,0,2,3,2,2,2,2,0
8,5,2,3,3,6,4,4,3,0,0,0,2,3,2,2,2,2,0
6,2,2,3,4,7,3,5,2,0,0,0,2,3,2,2,2,2,0
7,4,2,3,4,6,4,4,3,0,0,0,2,3,2,2,2,2,0
6,2,1,3,3,6,3,5,2,0,0,0,2,3,2,2,2,2,0
7,6,3,3,3,6,3,5,2,0,0,0,2,2,2,2,2,2,0
6,5,2,3,4,6,3,5,2,0,0,0,2,2,2,2,2,2,0
6,8,2,3,4,6,4,4,3,0,0,0,2,2,2,2,2,2,0
3,8,1,2,3,6,3,5,3,0,0,0,2,2,2,2,2,2,0
9,10,2,3,3,6,3,5,2,0,0,0,2,2,2,2,2,2,0
5,5,2,3,3,7,3,5,3,0,0,0,2,2,2,2,2,2,0
5,2,3,3,3,6,4,4,2,0,0,0,2,2,2,2,2,2,0
5,4,3,3,3,6,4,4,3,0,0,0,2,2,2,2,2,2,0
10,9,3,3,4,6,3,5,3,0,0,0,2,2,2,2,2,2,0
4,3,3,3,4,6,4,4,3,0,0,0,3,2,2,2,2,2,0
3,5,2,2,3,6,3,5,3,0,0,0,3,2,2,2,2,2,0
4,6,2,3,3,6,4,4,2,0,0,0,3,2,2,2,2,2,0
9,7,3,4,4,6,3,5,2,0,0,0,3,2,2,2,2,2,0
6,6,2,3,3,7,4,4,3,0,0,0,3,2,2,2,2,2,0
5,2,3,3,3,6,3,4,3,0,0,0,3,2,2,2,2,2,0
6,2,2,3,3,5,4,4,3,0,0,0,3,2,3,2,2,2,0
9,11,2,2,4,7,3,5,2,0,0,0,3,2,3,2,1,2,0
9,9,3,3,4,6,4,4,3,0,0,0,3,2,3,2,1,2,0
8,2,3,3,3,7,3,5,2,0,0,0,3,2,3,2,1,2,0
13,10,3,4,2,6,4,4,3,0,0,0,3,2,3,2,1,2,0
9,1,2,4,4,6,3,4,2,0,0,0,3,2,2,2,1,2,0
5,2,3,4,3,6,4,4,3,0,0,0,3,2,2,2,1,2,0
5,2,3,3,4,6,3,5,2,0,0,0,3,2,2,2,1,2,0
5,2,2,3,4,7,3,5,2,0,0,0,3,2,2,2,1,2,0
9,8,2,3,3,7,4,4,2,0,0,0,3,2,2,2,1,2,0
7,2,2,3,3,6,3,5,3,0,0,0,3,2,2,2,1,2,0
7,6,3,3,3,6,4,4,3,0,0,0,3,3,2,2,1,2,0
4,5,2,3,3,6,3,5,2,0,0,0,3,3,2,2,1,2,0
13,9,2,3,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
6,2,2,4,4,6,4,4,3,0,0,0,2,3,2,2,1,2,0
7,3,2,3,3,7,4,4,2,0,0,0,2,3,2,2,1,2,0
7,4,2,3,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
13,5,2,3,3,6,4,4,3,0,0,0,2,3,2,2,1,2,0
7,5,2,3,2,6,3,4,2,0,0,0,2,3,2,2,1,2,0
6,5,2,4,3,5,4,4,3,0,0,0,2,3,2,2,1,2,0
9,5,1,3,4,7,3,4,3,0,0,0,2,3,2,2,1,2,0
3,7,2,3,3,5,4,4,3,0,0,0,2,3,2,2,1,2,0
10,2,2,4,3,5,4,4,3,0,0,0,2,3,2,2,1,2,0
3,3,2,3,3,6,3,5,2,0,0,0,2,3,2,2,1,2,0
4,5,2,3,3,6,4,4,2,0,0,0,2,3,2,2,1,2,0
12,10,2,3,4,6,3,4,3,0,0,0,2,2,2,2,1,2,0
3,4,1,3,3,6,4,4,3,0,0,0,2,2,2,2,1,2,0
9,2,2,3,4,6,3,4,3,0,0,0,2,2,2,1,1,2,0
8,8,3,3,3,6,3,4,2,0,0,0,2,2,2,2,1,2,0
5,6,2,3,3,6,3,4,3,0,0,0,2,2,3,1,1,2,0
12,8,2,4,3,6,4,4,3,0,0,0,2,2,3,1,1,2,0
4,4,3,3,2,6,3,4,2,0,0,0,2,2,2,1,1,2,0
7,4,3,4,3,6,3,4,3,0,0,0,2,2,3,2,2,2,0
4,3,3,3,3,7,4,4,3,0,0,0,2,3,2,2,2,2,0
7,8,2,3,3,6,3,5,3,0,0,0,2,2,2,2,2,2,0
9,3,2,3,3,7,3,5,2,0,0,0,2,3,3,2,2,2,0
9,6,1,3,3,6,4,5,2,0,0,0,2,2,3,2,2,2,0
6,4,3,4,2,7,3,5,2,0,0,0,2,3,2,2,1,2,0
3,4,2,3,3,7,3,5,2,0,0,0,2,3,2,2,1,2,0
11,5,2,3,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
5,5,2,2,3,6,4,4,3,0,0,0,2,2,2,2,1,2,0
6,5,3,3,3,7,3,5,3,0,0,0,2,3,2,2,1,2,0
4,4,2,3,2,6,4,4,2,0,0,0,2,3,2,2,1,2,0
10,5,3,4,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
7,5,2,3,3,6,3,5,2,0,0,0,2,3,2,2,1,2,0
10,2,3,4,3,6,4,4,2,0,0,0,2,3,2,2,1,2,0
14,6,3,4,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
6,3,3,3,3,6,3,4,3,0,0,0,2,3,2,2,1,2,0
8,4,3,3,2,5,3,4,3,0,0,0,2,3,2,2,1,2,0
9,7,4,4,3,7,3,4,3,0,0,0,2,3,2,2,1,2,0
12,7,2,3,2,7,3,5,2,0,0,0,2,3,2,2,1,2,0
3,2,2,3,2,7,3,4,3,0,0,0,2,3,2,2,1,2,0
6,6,3,3,2,6,4,4,3,0,0,0,2,3,2,2,1,2,0
10,8,3,3,3,6,4,4,3,0,0,0,2,3,2,2,1,2,0
5,5,3,3,2,6,4,4,3,0,0,0,2,3,2,2,1,2,0
11,7,3,4,3,6,4,4,3,0,0,0,2,3,2,2,1,2,0
9,2,3,3,2,7,3,4,3,0,0,0,2,3,2,2,2,2,0
5,3,3,3,2,6,3,5,2,0,0,0,2,2,2,2,2,2,0
6,7,2,4,2,6,4,4,3,0,0,0,2,3,2,2,2,2,0
2,4,3,3,2,6,4,4,2,0,0,0,2,3,2,2,2,2,0
4,8,3,3,4,7,3,5,3,0,0,0,2,3,2,2,2,2,0
14,9,3,3,3,7,2,5,3,0,0,0,2,3,2,2,2,2,0
4,5,3,4,3,6,3,4,3,0,0,0,2,3,2,2,2,2,0
8,3,3,4,2,5,4,4,3,0,0,0,2,2,2,2,2,2,0
6,8,3,3,3,6,4,4,3,0,0,0,2,2,3,2,2,1,0
10,10,3,3,3,6,4,4,2,0,0,0,2,2,3,2,2,1,0
8,7,2,3,2,6,4,4,3,0,0,0,2,2,3,2,2,1,0
5,8,3,4,2,6,4,4,3,0,0,0,2,2,3,2,2,1,0
10,8,2,3,3,6,4,4,3,0,0,0,2,2,3,2,2,1,0
9,9,3,3,3,6,4,4,2,0,0,0,2,2,3,2,2,1,0
10,6,3,4,3,6,3,5,3,0,0,0,2,3,3,2,2,1,0
5,6,3,4,3,6,4,4,3,0,0,0,2,3,3,2,2,1,0
7,6,3,3,4,7,3,4,3,0,0,0,2,3,3,2,2,1,0
5,4,3,4,3,6,4,4,3,0,0,0,2,3,3,2,2,1,0
5,2,3,4,3,6,4,4,3,0,0,0,2,3,3,1,2,1,0
7,5,3,4,3,6,4,4,3,0,0,0,2,3,3,2,2,1,0
6,4,3,4,4,6,4,5,3,0,0,0,2,3,3,2,2,1,0
10,10,3,3,3,6,3,5,2,0,0,0,2,3,3,2,2,1,0
6,7,4,4,2,6,4,4,2,0,0,0,2,3,3,1,2,1,0
9,7,3,3,3,6,3,5,2,0,0,0,2,3,3,1,2,1,0
9,2,3,4,2,6,4,4,2,0,0,0,2,3,3,1,2,1,0
6,5,3,4,3,6,4,4,3,0,0,0,2,3,3,1,2,1,0
6,4,4,4,4,6,4,4,3,0,0,0,2,3,3,1,2,1,0
6,9,3,4,2,6,4,4,3,0,0,0,2,3,3,1,2,1,0
9,8,3,4,2,6,4,4,3,0,0,0,2,3,2,1,2,1,0
13,10,2,4,3,6,4,4,3,0,0,0,2,3,2,1,2,1,0
15,4,4,4,3,6,4,4,3,0,0,0,2,3,2,1,2,1,0
8,7,3,4,4,6,3,4,2,0,0,0,2,3,2,2,2,1,0
6,5,3,3,4,6,3,5,2,0,0,0,2,3,2,2,2,1,0
11,3,3,4,4,7,3,4,3,0,0,0,2,3,2,2,2,1,0
11,9,2,3,4,6,3,4,3,0,0,0,2,3,2,2,2,1,0
9,4,3,3,4,6,3,4,3,0,0,0,2,3,2,2,2,1,0
4,6,3,4,4,6,4,4,2,0,0,0,2,3,2,2,2,1,0
8,7,3,3,4,6,4,4,3,0,0,0,2,3,2,2,2,1,0
8,7,3,4,4,6,3,4,3,0,0,0,2,3,2,2,2,1,0
4,2,2,3,4,7,3,4,3,0,0,0,2,3,2,2,2,1,0
7,6,3,3,4,6,4,4,3,0,0,0,2,3,2,2,2,1,0
8,3,3,3,3,6,4,4,3,0,0,0,2,3,2,2,2,1,0
8,8,3,3,3,7,3,5,3,0,0,0,2,3,2,2,2,1,0
4,4,3,3,3,6,4,4,2,0,0,0,2,3,2,2,2,1,0
8,7,3,3,4,6,4,4,3,0,0,0,2,3,2,2,2,1,0
7,7,4,4,4,6,3,5,3,0,0,0,2,3,2,2,2,1,0
9,9,3,3,4,6,3,5,3,0,0,0,2,3,2,2,2,1,0
5,8,3,3,4,6,3,5,3,0,0,0,2,3,2,2,2,1,0
5,3,3,3,4,6,3,4,3,0,0,0,2,3,2,2,2,1,0
9,3,3,3,4,6,3,4,3,0,0,0,2,2,2,2,2,1,0
4,7,2,2,4,7,3,4,3,0,0,0,2,2,2,2,2,1,0
9,10,2,3,4,6,4,4,3,0,0,0,2,2,2,2,2,1,0
11,3,3,3,3,6,4,4,3,0,0,0,2,2,2,2,2,1,0
4,6,3,3,4,6,3,5,3,0,0,0,3,2,2,2,2,1,0
4,5,2,2,4,6,4,3,3,0,0,0,2,2,2,2,2,1,0
13,11,2,2,3,6,3,4,3,0,0,0,2,2,2,2,2,1,0
7,4,3,3,3,6,4,4,2,0,0,0,2,2,2,2,2,1,0
11,8,3,3,4,6,3,4,3,0,0,0,2,2,2,2,2,1,0
4,6,2,3,4,7,3,4,3,0,0,0,2,2,2,2,2,1,0
8,4,1,2,3,6,4,4,3,0,0,0,2,2,2,2,2,1,0
4,4,2,2,3,6,3,4,3,0,0,0,3,2,2,2,2,1,0
3,3,2,3,3,7,3,5,2,0,0,0,3,2,2,2,2,1,0
12,9,2,2,3,6,3,4,3,0,0,0,3,2,2,2,2,1,0
12,6,3,3,2,6,4,4,3,0,0,0,3,2,2,2,2,1,0
10,7,3,3,3,6,3,5,2,0,0,0,3,2,2,2,2,1,0
9,8,1,2,4,7,3,5,2,0,0,0,3,2,2,2,2,1,0
12,7,2,2,3,6,4,4,3,0,0,0,3,2,2,2,2,1,0
9,5,2,3,2,7,4,4,3,0,0,0,3,2,2,2,2,1,0
4,2,2,3,3,5,4,4,3,0,0,0,3,2,2,2,2,1,0
6,2,2,3,3,6,3,5,3,0,0,0,3,2,2,2,2,1,0
7,3,2,3,2,7,3,5,3,0,0,0,3,2,2,2,2,1,0
3,4,2,3,2,6,4,4,2,0,0,0,3,3,2,2,2,1,0
9,5,2,3,3,6,3,4,3,0,0,0,3,3,2,2,2,1,0
2,1,3,3,3,6,4,5,2,0,0,0,3,3,2,2,2,1,0
7,3,3,3,3,6,4,4,2,0,0,0,3,3,2,2,2,1,0
6,4,3,3,3,6,4,4,2,0,0,0,3,3,2,2,2,1,0
8,3,3,3,2,5,4,4,3,0,0,0,3,3,2,2,2,1,0
5,7,3,3,3,6,4,4,3,0,0,0,2,3,2,2,2,1,0
3,4,2,3,3,6,4,4,3,0,0,0,2,3,2,2,2,1,0
4,8,3,3,2,6,3,4,3,0,0,0,2,3,2,2,2,1,0
13,9,3,3,3,6,3,5,2,0,0,0,2,3,3,2,2,1,0
16,11,3,3,3,6,4,4,2,0,0,0,2,3,2,2,2,1,0
9,7,3,4,4,7,4,4,3,0,0,0,2,3,3,2,2,1,0
6,5,3,3,4,5,4,4,3,0,0,0,2,3,3,2,2,1,0
8,2,2,3,4,6,3,4,3,0,0,0,2,4,3,1,2,1,0
6,8,2,3,3,5,4,4,3,0,0,0,2,4,3,2,2,1,0
10,3,2,3,2,5,4,4,3,0,0,0,2,4,3,2,2,1,0
8,9,3,3,3,5,3,5,3,0,0,0,2,3,3,2,2,2,0
13,3,2,3,3,6,3,4,3,0,0,0,2,3,3,2,2,2,0
5,2,3,3,3,5,4,4,3,0,0,0,3,4,3,2,2,2,0
8,3,3,3,3,7,4,4,2,0,0,0,3,4,3,1,2,2,0
8,2,3,4,2,6,4,4,2,0,0,0,3,4,3,2,2,2,0
7,11,3,3,3,6,3,4,3,0,0,0,3,4,3,2,2,2,0
9,9,4,3,3,6,4,4,2,0,0,0,3,4,3,2,1,2,0
11,11,3,3,3,6,4,4,3,0,0,0,2,4,3,2,1,2,0
4,4,3,3,3,6,4,3,3,0,0,0,2,4,3,2,1,2,0
5,3,3,2,3,6,4,4,3,0,0,0,3,4,3,2,1,2,0
9,7,3,3,3,6,4,4,3,0,0,0,2,3,3,2,1,2,0
6,5,3,4,2,6,4,4,3,0,0,0,2,3,3,2,1,2,0
6,10,2,3,3,5,4,4,3,0,0,0,2,3,3,2,1,2,0
11,3,3,3,3,5,4,4,3,0,0,0,2,3,3,2,1,2,0
6,4,3,3,3,5,4,5,2,0,0,0,2,3,3,2,1,2,0
15,9,2,3,2,5,3,5,2,0,0,0,2,3,3,2,1,2,0
7,4,3,3,3,5,4,4,3,0,0,0,2,3,3,2,1,2,0
9,5,2,3,3,6,4,4,3,0,0,0,2,2,3,2,1,2,0
11,7,3,3,2,6,4,4,3,0,0,0,2,2,3,2,1,2,0
9,4,3,3,2,6,3,4,3,0,0,0,2,2,3,2,1,2,0
7,2,4,4,2,6,3,4,3,0,0,0,2,2,2,2,1,2,0
8,7,3,3,2,6,4,4,3,0,0,0,2,2,2,2,1,2,0
7,3,3,3,2,5,4,4,3,0,0,0,2,2,2,2,1,2,0
3,6,2,3,3,6,3,5,2,0,0,0,2,2,2,2,2,2,0
7,6,2,3,3,6,4,4,3,0,0,0,2,2,2,2,2,2,0
13,3,3,3,2,5,4,4,2,0,0,0,2,2,2,2,2,2,0
8,7,2,3,3,6,4,4,3,0,0,0,2,2,2,2,2,2,0
5,4,3,4,2,6,3,4,4,0,0,0,2,2,2,2,2,2,0
5,7,2,3,3,6,3,4,3,0,0,0,2,2,2,2,2,2,0
7,5,3,4,2,6,3,5,2,0,0,0,2,2,2,2,2,2,0
6,5,3,3,2,6,3,4,3,0,0,0,2,2,2,2,1,2,0
6,4,3,3,2,6,3,4,3,0,0,0,2,2,2,2,1,2,0
9,4,4,4,2,6,3,4,3,0,0,0,2,2,2,2,1,2,0
10,8,3,3,3,6,3,4,3,0,0,0,2,2,2,2,1,2,0
6,4,3,4,3,6,3,4,3,0,0,0,2,2,1,2,1,2,0
6,5,3,4,2,6,3,4,3,0,0,0,2,3,1,2,1,2,0
4,6,4,4,2,6,3,4,3,0,0,0,2,3,1,2,1,2,0
11,4,3,3,3,7,4,4,3,0,0,0,2,3,1,2,1,2,0
8,7,3,3,3,6,3,5,3,0,0,0,2,3,1,2,1,2,0
8,5,3,3,2,5,3,5,3,0,0,0,2,3,1,2,1,2,0
3,7,3,4,2,5,4,4,3,0,0,0,2,3,2,2,1,2,0
8,3,3,4,2,5,4,4,3,0,0,0,2,3,2,2,1,2,0
